"sample","rootstock","scion","location","year","px2_cm2"
"C_625","1103 Paulsen","Chardonnay","Ripperdan","y2019",97360.22
"C_625","1103 Paulsen","Chardonnay","Ripperdan","y2019",97360.22
"C_625","1103 Paulsen","Chardonnay","Ripperdan","y2019",97360.22
"C_626","1103 Paulsen","Chardonnay","Ripperdan","y2019",97360.22
"C_626","1103 Paulsen","Chardonnay","Ripperdan","y2019",97360.22
"C_626","1103 Paulsen","Chardonnay","Ripperdan","y2019",97360.22
"C_627","Freedom","Cabernet Sauvignon","Ripperdan","y2019",97360.22
"C_627","Freedom","Cabernet Sauvignon","Ripperdan","y2019",97360.22
"C_627","Freedom","Cabernet Sauvignon","Ripperdan","y2019",97360.22
"C_628","Freedom","Cabernet Sauvignon","Ripperdan","y2019",97360.22
"C_628","Freedom","Cabernet Sauvignon","Ripperdan","y2019",97360.22
"C_628","Freedom","Cabernet Sauvignon","Ripperdan","y2019",97360.22
"C_629","Freedom","Cabernet Sauvignon","Ripperdan","y2019",97360.22
"C_629","Freedom","Cabernet Sauvignon","Ripperdan","y2019",97360.22
"C_629","Freedom","Cabernet Sauvignon","Ripperdan","y2019",97360.22
"C_450","Freedom","Chardonnay","Ripperdan","y2019",97360.22
"C_450","Freedom","Chardonnay","Ripperdan","y2019",97360.22
"C_450","Freedom","Chardonnay","Ripperdan","y2019",97360.22
"C_451","Freedom","Chardonnay","Ripperdan","y2019",97360.22
"C_451","Freedom","Chardonnay","Ripperdan","y2019",97360.22
"C_451","Freedom","Chardonnay","Ripperdan","y2019",97360.22
"C_452","Freedom","Chardonnay","Ripperdan","y2019",97360.22
"C_452","Freedom","Chardonnay","Ripperdan","y2019",97360.22
"C_452","Freedom","Chardonnay","Ripperdan","y2019",97360.22
"C_453","Teleki 5C","Cabernet Sauvignon","Ripperdan","y2019",97360.22
"C_453","Teleki 5C","Cabernet Sauvignon","Ripperdan","y2019",97360.22
"C_453","Teleki 5C","Cabernet Sauvignon","Ripperdan","y2019",97360.22
"C_454","Teleki 5C","Cabernet Sauvignon","Ripperdan","y2019",97360.22
"C_454","Teleki 5C","Cabernet Sauvignon","Ripperdan","y2019",97360.22
"C_454","Teleki 5C","Cabernet Sauvignon","Ripperdan","y2019",97360.22
"C_455","Teleki 5C","Cabernet Sauvignon","Ripperdan","y2019",97360.22
"C_455","Teleki 5C","Cabernet Sauvignon","Ripperdan","y2019",97360.22
"C_455","Teleki 5C","Cabernet Sauvignon","Ripperdan","y2019",97360.22
"C_456","1103 Paulsen","Chardonnay","Ripperdan","y2019",97360.22
"C_456","1103 Paulsen","Chardonnay","Ripperdan","y2019",97360.22
"C_456","1103 Paulsen","Chardonnay","Ripperdan","y2019",97360.22
"C_457","1103 Paulsen","Chardonnay","Ripperdan","y2019",97360.22
"C_457","1103 Paulsen","Chardonnay","Ripperdan","y2019",97360.22
"C_457","1103 Paulsen","Chardonnay","Ripperdan","y2019",97360.22
"C_458","1103 Paulsen","Chardonnay","Ripperdan","y2019",97360.22
"C_458","1103 Paulsen","Chardonnay","Ripperdan","y2019",97360.22
"C_458","1103 Paulsen","Chardonnay","Ripperdan","y2019",97360.22
"C_459","Freedom","Cabernet Sauvignon","Ripperdan","y2019",97360.22
"C_459","Freedom","Cabernet Sauvignon","Ripperdan","y2019",97360.22
"C_459","Freedom","Cabernet Sauvignon","Ripperdan","y2019",97360.22
"C_460","Freedom","Cabernet Sauvignon","Ripperdan","y2019",97360.22
"C_460","Freedom","Cabernet Sauvignon","Ripperdan","y2019",97360.22
"C_460","Freedom","Cabernet Sauvignon","Ripperdan","y2019",97360.22
"C_461","Freedom","Cabernet Sauvignon","Ripperdan","y2019",97360.22
"C_461","Freedom","Cabernet Sauvignon","Ripperdan","y2019",97360.22
"C_461","Freedom","Cabernet Sauvignon","Ripperdan","y2019",97360.22
